path	faction	family	morale	cmd	independent	discipline	steadfast	vet	skill	sf	legacy_aio	flags
mp/nato/2022s/fr_squadlead.set	nato	2022s	aio_morale_elite	aio_cmd_primary	1	0	1	5	5		0	owner_review_formation_fr
mp/nato/2022s/gb_antitank.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_antitank_at4.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_antitank_javelin.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_antitank_nlaw.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_crew.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_eng.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_eng_at.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_grenadier.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_marksman.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_medic.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_mg.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/gb_pilot.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_rifleman.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/gb_scout.set	nato	2022s	aio_morale_regular		0	0	0	0	2		0	
mp/nato/2022s/gb_squadlead.set	nato	2022s	aio_morale_regular	aio_cmd_primary	0	0	0	0	4		0	
mp/nato/2022s/gb_teamleader.set	nato	2022s	aio_morale_regular	aio_cmd_junior	0	0	0	0	4		0	
mp/nato/2022s/gb_vehicleman.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/ger_crew.set	nato	2022s	aio_morale_regular		0	0	0	0	2		0	
mp/nato/2022s/ger_crew_milan.set	nato	2022s	aio_morale_regular		0	0	0	0	2		0	
mp/nato/2022s/inf2_antitank.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_antitank_ngsw.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_autorifle.set	nato	2022s	aio_morale_regular		0	0	0	2			0	
mp/nato/2022s/inf2_autorifle_ngsw.set	nato	2022s	aio_morale_regular		0	0	0	2			0	
mp/nato/2022s/inf2_engineer.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_engineer_AT.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_grenadier.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_grenadier_ngsw.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_javelin.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_marksman.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_marksman_m82.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_medic.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_medic_ngsw.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_mg.set	nato	2022s	aio_morale_regular		0	0	0	2			0	
mp/nato/2022s/inf2_rifleman.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_rifleman_ngsw.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_scout.set	nato	2022s	aio_morale_regular		0	0	0	2	3		0	
mp/nato/2022s/inf2_squadlead.set	nato	2022s	aio_morale_regular	aio_cmd_primary	0	0	0	2	4		0	
mp/nato/2022s/inf2_squadlead_ngsw.set	nato	2022s	aio_morale_regular	aio_cmd_primary	0	0	0	2	4		0	
mp/nato/2022s/inf2_teamlead.set	nato	2022s	aio_morale_regular	aio_cmd_junior	0	0	0	2	4		0	
mp/nato/2022s/inf2_teamlead_ngsw.set	nato	2022s	aio_morale_regular	aio_cmd_junior	0	0	0	2	4		0	
mp/nato/2022s/jager_antitank.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/jager_grenadier.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/jager_marksman.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/jager_mg.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/jager_rifleman.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/jager_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	0	0	0	0	4		0	
mp/nato/2022s/jager_teamlead.set	nato	2022s	aio_morale_trained	aio_cmd_junior	0	0	0	0	4		0	
mp/nato/2022s/lrs_javelin.set	nato	2022s	aio_morale_trained		1	0	0	0	4		1	
mp/nato/2022s/lrs_marksman.set	nato	2022s	aio_morale_trained		1	0	0	0	4		1	
mp/nato/2022s/lrs_mg.set	nato	2022s	aio_morale_trained		1	0	0	0			1	
mp/nato/2022s/lrs_rifleman.set	nato	2022s	aio_morale_trained		1	0	0	0	4		1	
mp/nato/2022s/lrs_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	1	0	0	0	4		1	
mp/nato/2022s/nato_antitank.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_antitank_spike.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_cmd.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	vehicle_or_crew_cmd
mp/nato/2022s/nato_eng.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_grenadier.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_javelin.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_medic.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_mg.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/nato_mg_mg3.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/nato_pilot.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_rifleman.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_sniper.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_spotter.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/nato_squadlead.set	nato	2022s	aio_morale_regular	aio_cmd_primary	0	0	0	0	4		0	
mp/nato/2022s/nato_supcrew.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_supcrew_m120.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_supcrew_m252.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_supcrew_m2hb.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_supcrew_mk19.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_supcrew_tow.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/nato_teamlead.set	nato	2022s	aio_morale_regular	aio_cmd_junior	0	0	0	0	4		0	
mp/nato/2022s/nato_vehicleman.set	nato	2022s	aio_morale_regular		0	0	0	0	1		0	
mp/nato/2022s/pzgd_antitank.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_antitank_pzf.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_antitank_rgw.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_atassist.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_eng.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_eng_at.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_grenadier.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_manpad.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_manpadassist.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_marksman.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_medic.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_mg.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/pzgd_mgassist.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/pzgd_rifleman.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_rifleman_puma.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_spotter.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/pzgd_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	0	0	0	0	4		0	
mp/nato/2022s/pzgd_teamlead.set	nato	2022s	aio_morale_trained	aio_cmd_junior	0	0	0	0	4		0	
mp/nato/2022s/pzgd_vehicleman.set	nato	2022s	aio_morale_trained		0	0	0	0	2		0	
mp/nato/2022s/rg_javelin.set	nato	2022s	aio_morale_trained		1	0	0	4		5	0	owner_review_formation_rg
mp/nato/2022s/rg_m2hb_crew.set	nato	2022s	aio_morale_trained		0	0	0	4		5	0	sof_or_ranger_crew,owner_review_formation_rg
mp/nato/2022s/rg_rifleman.set	nato	2022s	aio_morale_trained		1	0	0	4		5	0	owner_review_formation_rg
mp/nato/2022s/rg_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	1	0	0	4		5	0	owner_review_formation_rg
mp/nato/2022s/rg_teamleader.set	nato	2022s	aio_morale_trained	aio_cmd_junior	1	0	0	4	5		0	owner_review_formation_rg
mp/nato/2022s/rng_antitank.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_antitank_r.set	nato	2022s	aio_morale_trained		1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_atteamlead.set	nato	2022s	aio_morale_trained	aio_cmd_junior	1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_grenadier.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_grenadier_r.set	nato	2022s	aio_morale_trained		1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_javelin.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_marksman.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_medic.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_medic_r.set	nato	2022s	aio_morale_trained		1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_mg.set	nato	2022s	aio_morale_trained		1	0	0	5			0	owner_review_formation_rng
mp/nato/2022s/rng_mg1.set	nato	2022s	aio_morale_trained		1	0	0	5			0	owner_review_formation_rng
mp/nato/2022s/rng_mg_r.set	nato	2022s	aio_morale_trained		1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_rifleman.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_rifleman1.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_rifleman_r.set	nato	2022s	aio_morale_trained		1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_spotter.set	nato	2022s	aio_morale_trained		1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_spotter_r.set	nato	2022s	aio_morale_trained		1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	1	0	0	5	4		0	owner_review_formation_rng
mp/nato/2022s/rng_squadlead_r.set	nato	2022s	aio_morale_trained	aio_cmd_primary	1	0	0	5	5		0	owner_review_formation_rng
mp/nato/2022s/rng_vehicleman.set	nato	2022s	aio_morale_trained		0	0	0	0	4		0	sof_or_ranger_crew,owner_review_formation_rng
mp/nato/2022s/rsta_antitank.set	nato	2022s	aio_morale_trained		1	0	0	0	4		1	
mp/nato/2022s/rsta_autorifle.set	nato	2022s	aio_morale_trained		1	0	0	0			1	
mp/nato/2022s/rsta_rifleman.set	nato	2022s	aio_morale_trained		1	0	0	0	4		1	
mp/nato/2022s/rsta_scout.set	nato	2022s	aio_morale_trained		1	0	0	0	4		1	
mp/nato/2022s/rsta_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	1	0	0	0	5		1	
mp/nato/2022s/rsta_teamlead.set	nato	2022s	aio_morale_trained	aio_cmd_junior	1	0	0	5	5		1	
mp/nato/2022s/usarmy_antitank.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_antitank_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_atassist.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_atassist_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_autorifle.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/usarmy_autorifle_xm250.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/usarmy_crew.set	nato	2022s	aio_morale_regular		0	0	0	0	2		0	
mp/nato/2022s/usarmy_engineer.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_engineer_at.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_engineer_javelin.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_grenadier.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_grenadier_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_javelin.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_javelin_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_manpad.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_manpadassist.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_marksman.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_medic.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_medic_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_mg.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/usarmy_mgassist.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/usarmy_mgassist_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0			0	
mp/nato/2022s/usarmy_pilot.set	nato	2022s	aio_morale_regular		0	0	0	0	2		0	
mp/nato/2022s/usarmy_rifleman.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_rifleman_xm7.set	nato	2022s	aio_morale_regular		0	0	0	0	3		0	
mp/nato/2022s/usarmy_squadlead.set	nato	2022s	aio_morale_regular	aio_cmd_primary	0	0	0	0	3		0	
mp/nato/2022s/usarmy_squadlead_xm7.set	nato	2022s	aio_morale_regular	aio_cmd_primary	0	0	0	0			0	
mp/nato/2022s/usarmy_teamlead.set	nato	2022s	aio_morale_regular	aio_cmd_junior	0	0	0	5	3		0	unusual_high_vet_regular
mp/nato/2022s/usarmy_teamlead_xm7.set	nato	2022s	aio_morale_regular	aio_cmd_junior	0	0	0	5			0	unusual_high_vet_regular
mp/nato/2022s/usarmy_vehicleman.set	nato	2022s	aio_morale_regular		0	0	0	0	2		0	
mp/nato/2022s/usmc_antitank.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_antitank_javelin.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_antitank_smaw.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_atassist.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_drone.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_eng.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_eng_at.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_grenadier.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_javelin.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_m2hb_crew.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_manpad.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_manpad_ass.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_marksman.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_marksman_m82.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_medic.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_mg.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_mg_m27.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_mgassist.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_mgassist_ammo.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_mk19_crew.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_pilot.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_rifleman.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_sniper.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_spotter.set	nato	2022s	aio_morale_trained		0	0	0	0	3		0	
mp/nato/2022s/usmc_squadlead.set	nato	2022s	aio_morale_trained	aio_cmd_primary	0	0	0	0	4		0	
mp/nato/2022s/usmc_squadlead_assist.set	nato	2022s	aio_morale_trained	aio_cmd_junior	0	0	0	0	3		0	
mp/nato/2022s/usmc_supcrew.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_teamlead.set	nato	2022s	aio_morale_trained	aio_cmd_junior	0	0	0	0	4		0	
mp/nato/2022s/usmc_tow_crew.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/2022s/usmc_vehicleman.set	nato	2022s	aio_morale_trained		0	0	0	0			0	
mp/nato/early/artilleryman.set	nato	early	aio_morale_regular		0	0	0	0	1		0	
mp/nato/early/tankman.set	nato	early	aio_morale_regular		0	0	0	0	1		0	
mp/nato/era2022/acav_antitank.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_antitank_xm7.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_atassist.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_atassist_xm7.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_autorifle.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_autorifle_xm250.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_engineer.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_grenadier.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_grenadier_xm7.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_javelin.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_manpad.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_manpadassist.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_medic.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_medic_xm7.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
mp/nato/era2022/acav_mg.set	nato	era2022	aio_morale_regular		0	0	0	0	3		0	
